ID,Título,CIE 9,Información,Normativa,Normativa URL,SNOMED
4.a.9.3.5.6.4,Fundoplicatura de Nissen,,,,,
4.a.9.3.5.6.5,Fundoplicatura de Collis y Collis-Nissen,,,,,
4.a.9.3.5.6.6,Restauración del ángulo cardio-esofágico,,,,,
4.a.9.3.5.7,Inversión del divertículo gástrico,44.69,,,,
4.a.9.3.6,Otras operaciones sobre el estómago,44.9,,,,
4.a.9.3.6.0,,,,,,
4.a.9.3.6.0.1,Gastrorrafia,4,,,,
4.a.9.3.6.1,Ligadura de várices gástricas,44.91,,,,
4.a.9.3.6.2,Manipulación intraoperatoria del estómago,44.92,,,,
4.a.9.3.6.2.1,Reducción del vólvulo gástrico,,,,,
4.a.9.3.6.3,Cierre de fístulas y anastomosis gastrodigestivas,44.99,,,,
4.a.9.4,"Incisión, extirpación y anastomosis de intestino",45,,,,
4.a.9.4.1,Enterotomía,45,,,,
4.a.9.4.1.1,Incisión de duodeno,45.01,,,,
4.a.9.4.1.2,Incisión de intestino grueso,45.03,,,,
4.a.9.4.2,Extirpación local o eliminación (destrucción) de lesión o tejido de intestino delgado,45.3,,,,
4.a.9.4.2.0,,,,,,
4.a.9.4.2.0.1,Diverticulectomía,29,,,,
4.a.9.4.2.1,Extirpación o eliminación (destrucción) endoscópica de lesión de duodeno,45.3,,,,
4.a.9.4.2.2,"Extirpación local de lesión o tejido de intestino delgado, salvo duodeno",45.33,,,,
4.a.9.4.2.2.1,Extirpación de mucosa redundante de ileostomía,,,,,
4.a.9.4.3,Extirpación local o eliminación (destrucción) de lesión o tejido de intestino grueso,45.4,,,,
4.a.9.4.3.1,Extirpación de lesión o tejido de intestino grueso,45.41,,,,
4.a.9.4.3.1.1,Extirpación de mucosa redundante de colostomía,,,,,
4.a.9.4.3.2,Polipectomía endoscópica del intestino grueso,45.42,,,,
4.a.9.4.3.3,Destrucción endoscópica de otra lesión del intestino grueso,45.43,,,,
4.a.9.4.3.3.1,Ablación endoscópica de tumor del intestino grueso,,,,,
4.a.9.4.3.3.2,Control endoscópico de hemorragia de colon,,,,,
4.a.9.4.4,Aislamiento de segmento intestinal,45.5,,,,
4.a.9.4.4.0,,,,,,
4.a.9.4.4.0.1,Aislamiento de segmento intestinal con pedículo vascular,,,,,
4.a.9.4.4.0.2,Inversión de segmento intestinal,,,,,
4.a.9.4.4.1,Aislamiento de segmento de intestino delgado,45.51,,,,
4.a.9.4.4.1.1,Aislamiento de asa ileal,,,,,
4.a.9.4.4.1.2,Aislamiento de asa de intestino delgado por interposición,,,,,
4.a.9.4.4.2,Aislamiento de segmento de intestino grueso,45.52,,,,
4.a.9.4.4.2.1,Resección de colon por interposición,,,,,
4.a.9.4.5,Otra escición de intestino delgado,45.6,,,,
4.a.9.4.5.1,Resección segmentaria múltiple de intestino delgado,45.61,,,,
4.a.9.4.5.1.1,Resección segmentaria para lesiones traumáticas múltiples de intestino delgado,,,,,
4.a.9.4.5.2,Otra resección parcial de intestino delgado,45.62,,,,
4.a.9.4.5.2.1,Duodenectomía,,,,,
4.a.9.4.5.2.2,Yeyunectomía,,,,,
4.a.9.4.5.2.3,Ileotomía,,,,,
4.a.9.4.5.2.4,Resección total de intestino delgado (S/Protocolo),45.63,,,,
4.a.9.4.6,Extirpación parcial de intestino grueso,45.7,,,,
4.a.9.4.6.1,Resección segmentaria múltiple de intestino grueso,45.71,,,,
4.a.9.4.6.1.1,Resección segmentaria para lesiones traumáticas múltiples de intestino grueso,,,,,
4.a.9.4.6.2,Cecectomía,45.72,,,,
4.a.9.4.6.2.1,Resección de ciego e íleon terminal,,,,,
4.a.9.4.6.3,Hemicolectomía derecha,45.73,,,,
4.a.9.4.6.3.1,Colectomía radical derecha,,,,,
4.a.9.4.6.3.2,lleocolectomía,,,,,
4.a.9.4.6.4,Resección de colon transverso,45.74,,,,
4.a.9.4.6.5,Hemicolectomía izquierda,45.75,,,,
4.a.9.4.6.6,Sigmoidectomía,45.76,,,,
4.a.9.4.6.6.1,Operación de Hartmann,,,,,
4.a.9.4.7,Colectomía intraabdominal total,45.8,,,,
4.a.9.4.7.1,"Extirpación de ciego, colon y sigmoide",,,,,
4.a.9.4.8,Anastomosis intestinal,45.9,,,,
4.a.9.4.8.1,Anastomosis de intestino delgado a intestino delgado,45.91,,,,
4.a.9.4.8.2,Anastomosis de intestino delgado al muñón rectal,45.92,,,,
4.a.9.4.8.2.1,Procedimiento de Hampton,,,,,
4.a.9.4.8.3,Anastomosis de intestino grueso a intestino grueso,45.94,,,,
4.a.9.4.8.4,Reservorios ileales,45.95,,,,
4.a.9.4.8.4.1,"Formación de reservorio ileal endorrectal (reservorio en ""J"") (reservorio en ""H"") (reservorio en ""S"") con anastomosis de intestino delgado al ano",,,,,
4.a.9.5,Otras operaciones sobre intestino,46,,,,
4.a.9.5.1,Exteriorización de intestino,46,,,,
4.a.9.5.1.1,Exteriorización de intestino delgado,46.01,,,,
4.a.9.5.1.1.1,Ileostomía en asa ó ileostomía terminal,,,,,
4.a.9.5.1.2,Resección de segmento exteriorizado de intestino delgado,46.02,,,,
4.a.9.5.1.3,Exteriorización de intestino grueso,46.03,,,,
4.a.9.5.1.3.1,Colostomía en asa ó colostomía terminal,,,,,
4.a.9.5.1.3.2,Primer tiempo de exteriorización de intestino (Mikulicz),,,,,
4.a.9.5.1.4,Resección de segmento exteriorizado de intestino grueso,46.04,,,,
4.a.9.5.1.4.1,Segundo tiempo operación de Mikulicz,,,,,
4.a.9.5.2,Colostomía,46.1,,,,
4.a.9.5.2.1,Colostomía temporal,46.11,,,,
4.a.9.5.2.2,Colostomía permanente,46.13,,,,
4.a.9.5.2.3,Apertura retardada de colostomía,46.14,,,,
4.a.9.5.3,lleostomía,46.2,,,,
4.a.9.5.3.1,lleostomía temporal,46.21,,,,
4.a.9.5.3.2,lleostomía continente,46.22,,,,
4.a.9.5.3.3,Apertura retardada de ileostomía,46.24,,,,
4.a.9.5.4,Otra enterostomía,46.3,,,,
4.a.9.5.4.1,Apertura retardada de otra enterostomía,46.31,,,,
4.a.9.5.4.2,Otra enterostomía,46.39,,,,
4.a.9.5.4.2.1,Duodenostomía,,,,,
4.a.9.5.4.2.2,Enterostomía de alimentación,,,,,
4.a.9.5.5,Revisión de estoma intestinal,46.4,,,,
4.a.9.5.5.0,,,,,,
4.a.9.5.5.0.1,Ampliación plástica de estoma intestinal,,,,,
4.a.9.5.5.0.2,Liberación de tejido de cicatrización de estoma intestinal,,,,,
4.a.9.5.5.0.3,Reconstrucción de estoma de intestino,,,,,
4.a.9.5.5.1,Revisión de estoma de intestino delgado,46.41,,,,
4.a.9.5.5.2,Reparación de hernia pericolostomia,46.42,,,,
4.a.9.5.5.3,Revisión de estoma de intestino grueso,46.43,,,,
4.a.9.5.6,Cierre de estoma intestinal,46.5,,,,
4.a.9.5.6.1,Cierre de estoma de intestino delgado,46.51,,,,
4.a.9.5.6.2,Cierre de estoma de intestino grueso,46.52,,,,
4.a.9.5.6.2.1,Cierre o desmontaje de:,,,,,
4.a.9.5.6.2.1.1,cecostomía,,,,,
4.a.9.5.6.2.1.2,colostomía,,,,,
4.a.9.5.6.2.1.3,sigmoidostomía (segundo tiempo de operación de Hartmann),,,,,
4.a.9.5.7,Fijación de intestino,46.6,,,,
4.a.9.5.7.0,,,,,,
4.a.9.5.7.0.1,Fijación de intestino a pared abdominal,,,,,
4.a.9.5.7.1,Fijación de intestino delgado a pared abdominal,46.61,,,,
4.a.9.5.7.2,Fijación de intestino grueso a pared abdominal,46.63,,,,
4.a.9.5.7.2.1,Cecocolopexia,,,,,
4.a.9.5.7.2.2,Sigmoidopexia (Moschowitz),,,,,
4.a.9.5.7.3,Otra fijación de intestino grueso,46.64,,,,
4.a.9.5.7.3.1,Cecofijación,,,,,
4.a.9.5.7.3.2,Colofijación,,,,,
4.a.9.5.8,Otra reparación de intestino,46.7,,,,
4.a.9.5.8.1,Sutura de herida de duodeno,46.71,,,,
4.a.9.5.8.2,Cierre de fístula de duodeno,46.72,,,,
4.a.9.5.8.3,"Sutura de herida de intestino delgado, salvo duodeno",46.73,,,,
4.a.9.5.8.4,"Cierre de fístula de intestino delgado, salvo duodeno",46.74,,,,
4.a.9.5.8.5,Sutura de herida de intestino grueso,46.75,,,,
4.a.9.5.8.6,Cierre de fístula de intestino grueso,46.76,,,,
4.a.9.5.9,Dilatación y manipulación de intestino,46.8,,,,
4.a.9.5.9.0,,,,,,
4.a.9.5.9.0.1,Corrección de rotación intestinal defectuosa,,,,,
4.a.9.5.9.0.1.1,Reducción de:,,,,,
4.a.9.5.9.0.1.1.1,intususcepción,,,,,
4.a.9.5.9.0.1.1.2,torsión intestinal,,,,,
4.a.9.5.9.0.1.1.3,vólvulo intestinal,,,,,
4.a.9.5.9.0.2,Devolvulación intestinal,33,,,,
4.a.9.5.9.1,Manipulación intraabdominal de intestino delgado,46.81,,,,
4.a.9.5.9.1.1,Tratamiento quirúrgico de la invaginación Intestinal,17,,,,
4.a.9.5.9.1.2,Tratamiento quirúrgico de la malrotación,18,,,,
4.a.9.5.9.1.3,Tratamiento quirúrgico del Ileo meconial,32,,,,
4.a.9.5.9.2,Manipulación intraabdominal de intestino grueso,46.82,,,,
4.a.9.5.9.3,Dilatación del intestino,46.85,,,,
4.a.9.5.9.3.1,Aquella practicada a través del recto o de colostomía,,,,,
4.a.9.5.9.3.2,Dilatación (con balón) del duodeno,,,,,
4.a.9.5.9.3.3,Dilatación (con balón) del yeyuno,,,,,
4.a.9.5.9.3.4,Dilatación endoscópica (con balón) del intestino grueso,,,,,
4.a.9.5.10,Otras operaciones sobre intestinos,46.9,,,,
4.a.9.5.10.0,,,,,,
4.a.9.5.10.0.1,Enterolisis,8,,,,
4.a.9.5.10.0.2,Enteroplastia; reservorios y bolsas yeyunales e ileales,9,,,,
4.a.9.5.10.0.3,Tratamiento quirúrgico de las duplicaciones digestivas,16,,,,
4.a.9.5.10.0.4,Tratamiento quirúrgico del divertículo de Meckel,19,,,,
4.a.9.5.10.0.5,Coloplastia,25,,,,
4.a.9.5.10.0.6,Polipectomía quirúrgica,31,,,,
4.a.9.5.10.1,Miotomía del colon sigmoideo,46.91,,,,
4.a.9.5.10.2,Miotomía de otras partes del colon,46.92,,,,
4.a.9.5.10.3,Revisión de anastomosis de intestino delgado,46.93,,,,
4.a.9.5.10.4,Revisión de anastomosis de intestino grueso,46.94,,,,
4.a.9.5.10.5,Perfusión local de intestino delgado,46.95,,,,
4.a.9.5.10.6,Perfusión local del intestino grueso,46.96,,,,
4.a.9.5.10.7,lleoentectropía,46.99,,,,
4.a.9.6,Operaciones sobre apéndice,47,,,,
4.a.9.6.1,Apendicectomía,47,,,,
4.a.9.6.2,Apendicectomía incidental,47.1,,,,
4.a.9.6.3,Drenaje de absceso apendicular,47.2,,,,
4.a.9.6.4,Otras operaciones sobre apéndice,47.9,,,,
4.a.9.6.4.1,Apendicostomía,47.91,,,,
4.a.9.6.4.2,Cierre de fístula de apéndice,47.92,,,,
4.a.9.7,"Operaciones sobre recto, rectosigmoide y tejido perirrectal",48,,,,
4.a.9.7.1,Proctotomía,48,,,,
4.a.9.7.1.1,Descompresión de ano imperforado,,,,,
4.a.9.7.1.2,Operación de Panas [proctotomía lineal],,,,,
4.a.9.7.2,Proctostomía,48.1,,,,
4.a.9.7.3,Extirpación local o eliminación de lesión o tejido rectal,48.3,,,,
4.a.9.7.3.1,Electrocoagulación radical de lesión o tejido rectal,48.31,,,,
4.a.9.7.3.2,Eliminación de lesión o tejido rectal por criocirugía,48.34,,,,
4.a.9.7.3.3,Extirpación local de lesión o tejido rectal,48.35,,,,
4.a.9.7.3.4,Polipectomía endoscópica del recto,48.36,,,,
4.a.9.7.4,Resección de recto con reconstrucción haciendo pasar el cabo colónico proximal a través de la luz del distal (pullthrough),48.4,,,,
4.a.9.7.4.1,Resección de submucosa de recto de Soave,48.41,,,,
4.a.9.7.4.1.1,"Operación endorrectal ""pullthrough""",,,,,
4.a.9.7.4.2,"Otra resección de recto con reconstrucción tipo ""pullthrough""",48.49,,,,
4.a.9.7.4.2.1,Operación de Altemeier,,,,,
4.a.9.7.4.2.2,Proctectomía de Swenson,,,,,
4.a.9.7.4.2.3,"Resección abdominoperineal con reconstrucción tipo ""pullthrough""",,,,,
4.a.9.7.5,Resección abdominoperineal de recto,48.5,,,,
4.a.9.7.5.1,Proctectomía completa,,,,,
4.a.9.7.5.2,Resección abdominoendorrectal combinada,,,,,
4.a.9.7.6,Otra resección de recto,48.6,,,,
4.a.9.7.6.1,Rectosigmoidectomía transacra,48.61,,,,
4.a.9.7.6.2,Resección anterior de recto con colostomía simultánea,48.62,,,,
4.a.9.7.6.3,Resección posterior de recto,48.64,,,,
4.a.9.7.6.4,Resección de recto de Duhamel,48.65,,,,
4.a.9.7.6.4.1,"Operación de Duhamel abdominoperineal con reconstrucción tipo ""pullthrough""",,,,,
4.a.9.7.6.4.2,Proctectomía parcial,,,,,
4.a.9.7.7,Reparación de recto,48.7,,,,
4.a.9.7.7.1,Sutura de lesión de recto,48.71,,,,
4.a.9.7.7.2,Cierre de proctostomía,48.72,,,,
4.a.9.7.7.3,Cierre de fístula rectal,48.73,,,,
4.a.9.7.7.4,Rectorrectostomía,48.74,,,,
4.a.9.7.7.5,Proctopexia abdominal,48.75,,,,
4.a.9.7.7.5.1,Procedimiento de Frickman,,,,,
4.a.9.7.7.5.2,Reparación de prolapso rectal de Ripstein,,,,,
4.a.9.7.7.6,Otra proctopexia,48.76,,,,
4.a.9.7.7.6.1,Fijación mediante banda puborrectal,,,,,
4.a.9.7.7.6.2,Proctosigmoidopexia,,,,,
4.a.9.7.7.6.3,Reparación de recto prolapsado (Delorme),,,,,
4.a.9.7.7.6.4,Cerclaje rectal,43,,,,
4.a.9.7.7.7,Reparación de lesión obstétrica antigua de recto,48.79,,,,
4.a.9.7.8,Incisión o extirpación de tejido o lesión perirrectal,48.8,,,,
4.a.9.7.8.1,Incisión de tejido perirrectal,48.81,,,,
4.a.9.7.8.1.1,Incisión de tabique rectovaginal,,,,,
4.a.9.7.8.2,Escición de tejido perirrectal,48.82,,,,
4.a.9.7.9,Otras operaciones sobre recto y tejido perirrectal,48.9,,,,
4.a.9.7.9.0,,,,,,
4.a.9.7.9.0.1,Drenaje de colección perirrectal,36,,,,
4.a.9.7.9.1,Incisión de estenosis rectal,48.91,,,,
4.a.9.7.9.2,Miectomía anorrectal,48.92,,,,
4.a.9.7.9.3,Reparación de fístula perirrectal,48.93,,,,
4.a.9.8,Operaciones sobre ano,49,,,,
4.a.9.8.1,Incisión o extirpación de tejido perianal,49,,,,
4.a.9.8.1.1,Incisión de absceso perianal,49.01,,,,
4.a.9.8.1.2,Despegamiento de tejido perianal,49.02,,,,
4.a.9.8.1.3,Extirpación de colgajos cutáneos perianales,49.03,,,,
4.a.9.8.2,Incisión o extirpación de fístula anal,49.1,,,,
4.a.9.8.2.1,Fistulotomía anal,49.11,,,,
4.a.9.8.2.2,Fistulectomía anal,49.12,,,,
4.a.9.8.3,Extirpación local o eliminación (destrucción) de otra lesión o tejido del ano,49.3,,,,
4.a.9.8.3.0,,,,,,
4.a.9.8.3.0.1,Cauterización de lesión de ano,,,,,
4.a.9.8.3.0.2,Criptotomía anal,,,,,
4.a.9.8.3.0.3,Fisurectomía,49,,,,
4.a.9.8.3.0.4,Fulguración de lesión anal,50,,,,
4.a.9.8.3.1,Extirpación o eliminación (destrucción) endoscópica de lesión o de tejido del ano,49.31,,,,
4.a.9.8.4,Procedimientos sobre hemorroides,49.4,,,,
4.a.9.8.4.1,Reducción de hemorroides,49.41,,,,
4.a.9.8.4.2,Inyección (esclerosis) de hemorroides,49.42,,,,
4.a.9.8.4.3,Ligamento de hemorroides (Banding),49.45,,,,
4.a.9.8.4.4,Extirpación de hemorroides,49.46,,,,
4.a.9.8.4.5,Evacuación de hemorroides trombosadas,49.47,,,,
4.a.9.8.4.6,Procedimiento de Lord,49.49,,,,
4.a.9.8.5,División (sección) de esfínter anal,49.5,,,,
4.a.9.8.5.1,Esfinterotomía anal lateral izquierda,49.51,,,,
4.a.9.8.5.2,Esfinterotomía anal posterior,49.52,,,,
4.a.9.8.6,Escición (extirpación) de ano,49.6,,,,
4.a.9.8.7,Reparación de ano,49.7,,,,
4.a.9.8.7.1,Sutura de laceración o desgarro de ano,49.71,,,,
4.a.9.8.7.2,Implantación de un anillo en la circunferencia anal (cerclaje),49.72,,,,
4.a.9.8.7.3,Cierre de fístula anal,49.73,,,,
4.a.9.8.7.4,Reparación de lesión obstétrica antigua de ano,49.79,,,,
4.a.9.8.8,Otras operaciones sobre ano,49.9,,,,
4.a.9.8.8.0,,,,,,
4.a.9.8.8.0.1,Dilatación anal,46,,,,
4.a.9.8.8.0.2,Tratamiento quirúrgico de la atresia anorrectal (plastias y descensos),55,,,,
4.a.9.8.8.1,Incisión de tabique anal,49.91,,,,
4.a.9.8.8.2,Inserción o implante de estimulador anal eléctrico subcutáneo (S/Normatización),49.92,,,,
4.a.9.8.8.3,Otra incisión de ano,49.93,,,,
4.a.9.8.8.3.1,Extracción de:,,,,,
4.a.9.8.8.3.1.1,cuerpo extraño de ano con incisión,,,,,
4.a.9.8.8.4,Reducción de prolapso anal,49.94,,,,
4.a.9.8.8.5,Control de hemorragia (postoperatoria) de ano,49.95,,,,
4.a.9.9,Operaciones sobre hígado,50,,,,
4.a.9.9.1,Hepatotomía,50,,,,
4.a.9.9.1.1,Extracción de cálculos biliares del hígado,,,,,
4.a.9.9.1.2,Incisión y drenaje de absceso o quiste de hígado,,,,,
4.a.9.9.1.3,Operación de Stromeyer-Little (evacuación por punción),,,,,
4.a.9.9.2,Extirpación local o eliminación (destrucción) de tejido o lesión de hígado,50.2,,,,
4.a.9.9.2.1,Marsupialización de lesión de hígado,50.21,,,,
4.a.9.9.2.2,Hepatectomía parcial (subtotal),50.22,,,,
4.a.9.9.2.2.1,Resección en cuña de hígado,,,,,
4.a.9.9.2.3,Otra eliminación de lesión de hígado,50.29,,,,
4.a.9.9.2.3.1,Cauterización,,,,,
4.a.9.9.2.3.2,Enucleación,,,,,
4.a.9.9.2.3.3,Evacuación,,,,,
4.a.9.9.2.3.4,Quistoadventicectomía total/parcial de lesión hepática,,,,,
4.a.9.9.2.3.5,Resección de metástasis,60,,,,
4.a.9.9.3,Lobectomía hepática,50.3,,,,
4.a.9.9.3.1,Lobectomía hepática total con extirpación parcial de otro lóbulo,,,,,
4.a.9.9.4,Hepatectomía total (FNR),50.4,,,,
4.a.9.9.5,Trasplante de hígado (FNR),50.5,,,,
4.a.9.9.5.1,Trasplante auxiliar de hígado,50.51,,,,
4.a.9.9.5.2,Trasplante auxiliar de hígado dejando el propio hígado del paciente in situ,,,,,
4.a.9.9.6,Reparación de hígado,50.6,,,,
4.a.9.9.6.1,Sutura de lesión hepática,50.61,,,,
4.a.9.9.6.2,Hepatopexia,50.69,,,,
4.a.9.9.7,Otras operaciones sobre hígado,50.9,,,,
4.a.9.9.7.1,Aspiración percutánea de hígado,50.91,,,,
4.a.9.9.7.2,Asistencia hepática extracorpórea,50.92,,,,
4.a.9.9.7.3,Perfusión localizada de hígado,50.93,,,,
4.a.9.10,Operaciones sobre vesícula biliar y tracto biliar,51,,,,
4.a.9.10.1,Colecistotomía y colecistostomía por vía abierta,51,,,,
4.a.9.10.1.1,Aspiración percutánea de vesícula biliar – Colecistostomía percutánea (S/Protocolo),51.01,,,,
4.a.9.10.2,Colecistectomía,51.2,,,,
4.a.9.10.2.1,Revisión de colecistectomía previa,,,,,
4.a.9.10.2.2,Colecistectomía laparoscópica (Decreto Nº 378/015),,,Decreto Nº 378/015,http://www.impo.com.uy/bases/decretos/378-2015,
4.a.9.10.3,Anastomosis de vesícula biliar o conducto biliar,51.3,,,,
4.a.9.10.3.1,Anastomosis de vesícula biliar a conductos hepáticos,51.31,,,,
4.a.9.10.3.2,Anastomosis de vesícula biliar a intestino,51.32,,,,
4.a.9.10.3.3,Anastomosis de vesícula biliar a páncreas,51.33,,,,
4.a.9.10.3.4,Anastomosis de vesícula biliar a estómago,51.34,,,,
4.a.9.10.3.5,Coledocoenterostomía,51.36,,,,
4.a.9.10.3.6,Anastomosis de conducto hepático a tracto gastrointestinal,51.37,,,,
4.a.9.10.4,Incisión del conducto biliar para alivio de obstrucción,51.4,,,,
4.a.9.10.4.1,Exploración del conducto biliar principal para extracción de cálculo,51.41,,,,
4.a.9.10.4.2,Exploración del conducto biliar principal para alivio de otra obstrucción,51.42,,,,
4.a.9.10.4.3,Inserción de tubo coledocohepático para descompresión,51.43,,,,
4.a.9.10.4.3.1,Hepatocoledocostomía,,,,,
4.a.9.10.5,Otra incisión del conducto biliar,51.5,,,,
4.a.9.10.5.1,Exploración de colédoco,51.51,,,,
4.a.9.10.5.1.1,Incisión de colédoco,,,,,
4.a.9.10.6,Extirpación local o eliminación (destrucción) de lesión o tejido de conductos biliares y esfínter de Oddi,51.6,,,,
4.a.9.10.6.1,Extirpación de conducto cístico remanente (muñón cístico),51.61,,,,
4.a.9.10.6.2,Extirpación de ampolla de Vater (con reimplantación de colédoco) (ampulectomía),51.62,,,,
4.a.9.10.6.3,Extirpación o eliminación (destrucción) endoscópica de lesión de conductos biliares o de esfínter de Oddi,51.64,,,,
4.a.9.10.7,Reparación de vías biliares,51.7,,,,
4.a.9.10.7.1,Sutura simple de colédoco,51.71,,,,
4.a.9.10.7.2,Coledocoplastia,51.72,,,,
4.a.9.10.7.2.1,Reparación de fístula de colédoco,,,,,
4.a.9.10.7.3,Reparación de otros conductos biliares,51.79,,,,
4.a.9.10.7.4,Cierre de orificio artificial de conducto biliar,,,,,
4.a.9.10.8,Otras operaciones sobre conductos biliares y esfínter de Oddi,51.8,,,,
4.a.9.10.8.0,,,,,,
4.a.9.10.8.0.1,Resección de tumores,70,,,,
4.a.9.10.8.1,Dilatación de esfínter de Oddi,51.81,,,,
4.a.9.10.8.1.1,Dilatación de ampolla de Vater,,,,,
4.a.9.10.8.2,Esfinterotomía pancreática (y biliar),51.82,,,,
4.a.9.10.8.2.1,Esfinterotomía ampular transduodenal,,,,,
4.a.9.10.8.2.2,Sección de esfínter pancreático,,,,,
4.a.9.10.8.3,Esfinteroplastia pancreática (y biliar),51.83,,,,
4.a.9.10.8.4,Dilatación endoscópica de ampolla y conducto biliar,51.84,,,,
4.a.9.10.8.5,Esfinterotomía y papilotomía endoscópicas,51.85,,,,
4.a.9.10.8.6,Inserción endoscópica de tubo de drenaje nasobiliar,51.86,,,,
4.a.9.10.8.7,Extracción endoscópica de cálculo(s) del tracto biliar,51.88,,,,
4.a.9.10.8.7.1,Extracción laparoscópica de cálculo(s) del tracto biliar,,,,,
4.a.9.10.9,Otras operaciones sobre el tracto biliar,51.9,,,,
4.a.9.10.9.1,Reparación de lesión de vesícula biliar,51.91,,,,
4.a.9.10.9.2,Fistulectomía colecistogastroentérica,51.93,,,,
4.a.9.10.9.3,Revisión de anastomosis de las vías biliares,51.94,,,,
4.a.9.10.9.4,Extracción de dispositivo protésico de vía biliar,51.95,,,,
4.a.9.10.9.5,Extracción percutánea de cálculo en colédoco,51.96,,,,
4.a.9.11,Operaciones sobre páncreas,52,,,,
4.a.9.11.1,Pancreatotomía,52,,,,
4.a.9.11.1.1,"Drenaje de quiste, pseudoquiste y absceso pancreático por catéter",52.01,,,,
4.a.9.11.1.2,Pancreatolitotomía,52.09,,,,
4.a.9.11.2,Extirpación local o eliminación de páncreas y conducto pancreático,52.2,,,,
4.a.9.11.2.1,Extirpación o eliminación (destrucción) endoscópica de lesión o de tejido del conducto pancreático,52.21,,,,
4.a.9.11.3,Marsupialización de quiste pancreático,52.3,,,,
4.a.9.11.4,Drenaje interno de quiste y pseudoquiste pancreático,52.4,,,,
4.a.9.11.4.1,Pancreatocistoduodenostomía,,,,,
4.a.9.11.4.2,Pancreatocistogastrostomía,,,,,
4.a.9.11.4.3,Pancreatocistoyeyunostomía,,,,,
4.a.9.11.5,Pancreatectomía parcial,52.5,,,,
4.a.9.11.5.1,Pancreatectomía proximal,52.51,,,,
4.a.9.11.5.1.1,Extirpación de cabeza de páncreas (con parte del cuerpo),,,,,
4.a.9.11.5.1.2,Pancreatectomía proximal con duodenectomía simultánea,,,,,
4.a.9.11.5.2,Pancreatectomía distal,52.52,,,,
4.a.9.11.5.2.1,Extirpación de cola de páncreas (con parte del cuerpo),,,,,
4.a.9.11.5.3,Pancreatectomía subtotal radical,52.53,,,,
4.a.9.11.6,Pancreatectomía total,52.6,,,,
4.a.9.11.6.1,Pancreatectomía con duodenectomía simultánea,,,,,
4.a.9.11.7,Pancreaticoduodenectomía radical,52.7,,,,
4.a.9.11.7.1,Procedimiento de Whipple,,,,,
4.a.9.11.7.2,Resección pancreaticoduodenal en dos tiempos (primer tiempo) (segundo tiempo),,,,,
4.a.9.11.7.3,"Resección pancreaticoduodenal en un tiempo con anastomosis coledocoyeyunal, pancreaticoyeyunal y gastroyeyunostomía",,,,,
4.a.9.11.7.4,Resección radical del páncreas,,,,,
4.a.9.11.8,Otras operaciones de páncreas,52.9,,,,
4.a.9.11.8.1,Canulación del conducto pancreático,52.92,,,,
4.a.9.11.8.2,Inserción endoscópica de tubo tutor (stent) en el conducto pancreático (S/Normatización),52.93,,,,
